,carrier,distance,travel_time,segment,betweenness,shape
662,American Airlines Inc.,6294,727,"('LAX', 'GIG')",0.0007701107136480859,"[[-118.4079971, 33.94250107], [-43.2505569458, -22.8099994659]]"
663,Korean Air Lines Co. Ltd.,5976,0,"('LAX', 'GMP')",0.0014599286046665409,"[[-118.4079971, 33.94250107], [126.791000366, 37.5583000183]]"
664,American Airlines Inc.,6156,21046,"('LAX', 'GRU')",0.0007427256573560511,"[[-118.4079971, 33.94250107], [-46.4730567932, -23.4355564117]]"
665,Delta Air Lines Inc.,2194,9684,"('LAX', 'GUA')",0.0012857073617097803,"[[-118.4079971, 33.94250107], [-90.5274963379, 14.5832996368]]"
666,TAG Aviation S.A.,5923,0,"('LAX', 'GVA')",0.0007605818911774124,"[[-118.4079971, 33.94250107], [6.10895013809, 46.2380981445]]"
667,Alaska Airlines Inc.,2303,6534,"('LAX', 'HAV')",0.0012199277569104868,"[[-118.4079971, 33.94250107], [-82.4091033936, 22.989200592]]"
668,Sichuan Airlines Co Ltd.,6587,0,"('LAX', 'HGH')",0.001233775054132164,"[[-118.4079971, 33.94250107], [120.433998108, 30.2294998169]]"
669,Air Atlanta Icelandic,5772,0,"('LAX', 'HHN')",0.0011627108472037223,"[[-118.4079971, 33.94250107], [7.26388978958, 49.9486999512]]"
670,American Airlines Inc.,7260,28709,"('LAX', 'HKG')",0.001759987626742081,"[[-118.4079971, 33.94250107], [114.198074341, 22.3203040432]]"
671,Delta Air Lines Inc.,5488,21587,"('LAX', 'HND')",0.0008059786086558867,"[[-118.4079971, 33.94250107], [139.779998779, 35.5522994995]]"
672,American Airlines Inc.,5995,921,"('LAX', 'ICN')",0.00109349079815259,"[[-118.4079971, 33.94250107], [126.450996399, 37.4691009521]]"
673,Turk Hava Yollari A.O.,6871,0,"('LAX', 'IST')",0.0006331158192707493,"[[-118.4079971, 33.94250107], [28.8145999908, 40.9768981934]]"
674,Saudi Arabian Airlines Corp,8327,0,"('LAX', 'JED')",0.0009479128189580169,"[[-118.4079971, 33.94250107], [39.15650177, 21.679599762]]"
675,WOW Air ehf,4313,0,"('LAX', 'KEF')",0.001684498810166018,"[[-118.4079971, 33.94250107], [-22.6056003571, 63.9850006104]]"
676,Japan Air Lines Co. Ltd.,5742,0,"('LAX', 'KIX')",0.0011559222985529478,"[[-118.4079971, 33.94250107], [135.244003296, 34.4272994995]]"
677,Atlas Air Inc.,7994,932,"('LAX', 'KWI')",0.0012074359260110619,"[[-118.4079971, 33.94250107], [47.9688987732, 29.226600647]]"
678,VistaJet Limited,5668,0,"('LAX', 'LBG')",0.0011097839903790696,"[[-118.4079971, 33.94250107], [2.44139003754, 48.9693984985]]"
679,Southern Air Inc.,5838,13861,"('LAX', 'LEJ')",0.0006635739631908399,"[[-118.4079971, 33.94250107], [12.2416000366, 51.4323997498]]"
680,Delta Air Lines Inc.,2524,369,"('LAX', 'MGA')",0.0010231568396916425,"[[-118.4079971, 33.94250107], [-86.1681976318, 12.141500473]]"
681,Cargolux Airlines International S.A,6039,0,"('LAX', 'MXP')",0.0008312793424881597,"[[-118.4079971, 33.94250107], [8.72811031342, 45.6305999756]]"
682,VistaJet Limited,5653,0,"('LAX', 'NGO')",0.0020136947561679636,"[[-118.4079971, 33.94250107], [136.804992676, 34.8583984375]]"
683,Cargolux Airlines International S.A,5147,0,"('LAX', 'PIK')",0.0010221443279322877,"[[-118.4079971, 33.94250107], [-4.58666992188, 55.5093994141]]"
684,VistaJet Limited,6134,0,"('LAX', 'PMI')",0.0012332138989768677,"[[-118.4079971, 33.94250107], [2.73881006241, 39.551700592]]"
685,Delta Air Lines Inc.,6485,24701,"('LAX', 'PVG')",0.0011586647539238656,"[[-118.4079971, 33.94250107], [121.805000305, 31.1434001923]]"
686,VistaJet Limited,5489,0,"('LAX', 'SEN')",0.0017190096444690147,"[[-118.4079971, 33.94250107], [0.695555984974, 51.5713996887]]"
687,TAG Aviation (UK) Ltd.,5459,0,"('LAX', 'STN')",0.0008264008937355465,"[[-118.4079971, 33.94250107], [0.234999999404, 51.8849983215]]"
688,DCA,5895,0,"('LAX', 'STR')",0.0007913421592048973,"[[-118.4079971, 33.94250107], [9.22196006775, 48.6898994446]]"
689,Cathay Pacific Airways Ltd.,7248,0,"('LAX', 'SZX')",0.0015007492221646057,"[[-118.4079971, 33.94250107], [113.810997009, 22.6392993927]]"
690,Federal Express Corporation,128,56,"('LAX', 'TIJ')",0.0010295652806997476,"[[-118.4079971, 33.94250107], [-116.970001221, 32.5410995483]]"
691,Aeromexico,1534,0,"('LAX', 'TLC')",0.0012587082011926865,"[[-118.4079971, 33.94250107], [-99.5660018921, 19.3370990753]]"
692,Cargolux Airlines International S.A,5887,0,"('LAX', 'TLS')",0.0012087693135800783,"[[-118.4079971, 33.94250107], [1.36381995678, 43.6291007996]]"
693,Titan Airways,2974,0,"('LAX', 'YHZ')",0.0015260715720294186,"[[-118.4079971, 33.94250107], [-63.5085983276, 44.8807983398]]"
694,AirBridgeCargo Airlines Limited,2460,0,"('LAX', 'YMX')",0.000991735988662329,"[[-118.4079971, 33.94250107], [-74.0386962891, 45.6795005798]]"
695,Air Canada,2379,0,"('LAX', 'YOW')",0.0020595007103490328,"[[-118.4079971, 33.94250107], [-75.6691970825, 45.3224983215]]"
696,Compass Airlines,1081,17156,"('LAX', 'YVR')",0.004750059613483349,"[[-118.4079971, 33.94250107], [-123.183998108, 49.193901062]]"
697,Air Canada,1540,0,"('LAX', 'YWG')",0.0014037706705821564,"[[-118.4079971, 33.94250107], [-97.2398986816, 49.9099998474]]"
698,Chartright Air Inc.,1047,0,"('LAX', 'YYJ')",0.009378340832596971,"[[-118.4079971, 33.94250107], [-123.426002502, 48.646900177]]"
699,"Global Jet Luxembourg, Sa",4093,0,"('LBG', 'DLH')",0.00038712678871017785,"[[2.44139003754, 48.9693984985], [-92.1936035156, 46.8420982361]]"
700,"Jet Aviation Flight Services, Inc.",3574,442,"('LBG', 'FOK')",0.0005664522541047545,"[[2.44139003754, 48.9693984985], [-72.6317977905, 40.8437004089]]"
701,"Jet Aviation Flight Services, Inc.",4060,526,"('LBG', 'INL')",0.00043127744909785784,"[[2.44139003754, 48.9693984985], [-93.4030990601, 48.5662002563]]"
702,Etihad Airways,3789,0,"('LCK', 'EMA')",0.00023572209157834506,"[[-82.927803, 39.813801], [-1.32806003094, 52.8311004639]]"
703,AirBridgeCargo Airlines Limited,4116,0,"('LCK', 'LGG')",0.0005655615058607059,"[[-82.927803, 39.813801], [5.44322013855, 50.6374015808]]"
704,Cargolux Airlines International S.A,4178,0,"('LCK', 'LUX')",0.0005003612176095579,"[[-82.927803, 39.813801], [6.21152019501, 49.6265983582]]"
705,Etihad Airways,3739,0,"('LCK', 'MAN')",0.0005979024462539395,"[[-82.927803, 39.813801], [-116.5230556, 43.5813333]]"
706,USA Jet Airlines Inc.,279,150,"('LCK', 'YHM')",0.0011191474385907137,"[[-82.927803, 39.813801], [-79.9349975586, 43.1735992432]]"
707,Western Global,4835,650,"('LGG', 'BKF')",0.0023894862604540022,"[[5.44322013855, 50.6374015808], [-155.776992798, 58.5547981262]]"
708,Antonov Company,4328,0,"('LGG', 'CHS')",0.00041788019662685047,"[[5.44322013855, 50.6374015808], [-80.04049683, 32.89860153]]"
709,Air Atlanta Icelandic,4517,0,"('LGG', 'HSV')",0.00024712579467923214,"[[5.44322013855, 50.6374015808], [-86.775100708, 34.6371994019]]"
710,Volga-Dnepr Airlines,4777,0,"('LGW', 'AFW')",0.0003577669863894403,"[[-0.190277993679, 51.1481018066], [-97.3188018799, 32.9875984192]]"
711,Norwegian Air Shuttle ASA,4693,0,"('LGW', 'DEN')",0.00020222621942839815,"[[-0.190277993679, 51.1481018066], [-104.672996521, 39.8616981506]]"
712,VistaJet Limited,3448,0,"('LGW', 'HPN')",0.0004303351962805124,"[[-0.190277993679, 51.1481018066], [-73.7076034546, 41.0670013428]]"
713,British Airways Plc,4332,0,"('LGW', 'SFB')",0.0005077542279574393,"[[-0.190277993679, 51.1481018066], [-81.2375030518, 28.7775993347]]"
714,British Airways Plc,4915,0,"('LHR', 'AUS')",0.0003147358816808544,"[[-0.461941, 51.4706], [-97.6698989868, 30.1944999695]]"
715,British Airways Plc,3351,0,"('LHR', 'BDL')",0.00018473123724384847,"[[-0.461941, 51.4706], [-72.6831970215, 41.9388999939]]"
716,Delta Air Lines Inc.,4309,573,"('LHR', 'BHM')",0.0004117721117588448,"[[-0.461941, 51.4706], [-86.75350189, 33.56290054]]"
717,British Airways Plc,4182,0,"('LHR', 'BNA')",0.00018558857713617776,"[[-0.461941, 51.4706], [-86.6781997681, 36.1245002747]]"
718,British Airways Plc,3634,0,"('LHR', 'BWI')",0.00021125848433947177,"[[-0.461941, 51.4706], [-76.66829681, 39.17539978]]"
719,American Airlines Inc.,3992,33164,"('LHR', 'CLT')",0.00020876086181093265,"[[-0.461941, 51.4706], [-80.9430999756, 35.2140007019]]"
720,United Air Lines Inc.,4671,17088,"('LHR', 'DEN')",0.00018416924056814833,"[[-0.461941, 51.4706], [-104.672996521, 39.8616981506]]"
721,United Air Lines Inc.,3677,16380,"('LHR', 'IAD')",0.0004692620365778381,"[[-0.461941, 51.4706], [-77.45580292, 38.94449997]]"
722,United Air Lines Inc.,4834,35891,"('LHR', 'IAH')",0.00047486101752801905,"[[-0.461941, 51.4706], [-95.3414001465, 29.9843997955]]"
723,British Airways Plc,5230,0,"('LHR', 'LAS')",0.0002222915952554121,"[[-0.461941, 51.4706], [-115.1520004, 36.08010101]]"
724,United Air Lines Inc.,3908,695,"('LHR', 'MKE')",0.0001711741218173946,"[[-0.461941, 51.4706], [-87.8965988159, 42.9472007751]]"
725,American Airlines Inc.,3872,17068,"('LHR', 'RDU')",0.00017882408898005597,"[[-0.461941, 51.4706], [-78.7874984741, 35.8776016235]]"
726,United Air Lines Inc.,3988,608,"('LHR', 'RFD')",0.0002344165530147762,"[[-0.461941, 51.4706], [-89.0971984863, 42.195400238]]"
727,Southwest Airlines Co.,2042,1903,"('LIR', 'BWI')",0.00030481860008903635,"[[-85.5444030762, 10.5932998657], [-76.66829681, 39.17539978]]"
728,United Air Lines Inc.,2332,2290,"('LIR', 'DEN')",0.00032281251334989727,"[[-85.5444030762, 10.5932998657], [-104.672996521, 39.8616981506]]"
729,Southwest Airlines Co.,1453,7570,"('LIR', 'HOU')",0.0003302075179298352,"[[-85.5444030762, 10.5932998657], [-95.27890015, 29.64539909]]"
730,Sun Country Airlines d/b/a MN Airlines,1391,196,"('LIR', 'JAX')",0.0004464344401820116,"[[-85.5444030762, 10.5932998657], [-81.6878967285, 30.4941005707]]"
731,"Jet Aviation Flight Services, Inc.",2300,306,"('LIR', 'PHX')",0.0005154667674302113,"[[-85.5444030762, 10.5932998657], [-112.012001038, 33.434299469]]"
732,"Jet Aviation Flight Services, Inc.",2175,288,"('LIR', 'PWK')",0.0007197149660590119,"[[-85.5444030762, 10.5932998657], [-87.901494, 42.114222]]"
733,Miami Air International,1414,200,"('LIR', 'SJU')",0.0007582142232944976,"[[-85.5444030762, 10.5932998657], [-66.0018005371, 18.4393997192]]"
734,Tap-Portuguese Airlines,4208,0,"('LIS', 'RSW')",0.00013838052072185147,"[[-9.13591957092, 38.7812995911], [-81.7552032471, 26.5361995697]]"
735,Kenmore Air Harbor,121,1885,"('LKE', 'CXH')",0.0036542767032328497,"[[-122.338996887, 47.6290016174], [-123.111000061, 49.2943992615]]"
736,Kenmore Air Harbor,115,70,"('LKE', 'YVR')",0.026124388320534372,"[[-122.338996887, 47.6290016174], [-123.183998108, 49.193901062]]"
737,Kenmore Air Harbor,86,55,"('LKE', 'YYJ')",0.0026971554844166475,"[[-122.338996887, 47.6290016174], [-123.426002502, 48.646900177]]"
738,Kenmore Air Harbor,128,80,"('LKE', 'ZNA')",0.004918377320250613,"[[-122.338996887, 47.6290016174], [-123.949996948, 49.1833000183]]"
739,Gulf And Caribbean Cargo,468,96,"('LRD', 'BJX')",0.00022950597248186402,"[[-99.4616012573, 27.543800354], [-101.481002808, 20.9934997559]]"
740,XTRA Airways,1061,334,"('LRD', 'GUA')",0.00027723960759128645,"[[-99.4616012573, 27.543800354], [-90.5274963379, 14.5832996368]]"
741,Amerijet International,1365,417,"('LRD', 'MGA')",0.00020175578387336606,"[[-99.4616012573, 27.543800354], [-86.1681976318, 12.141500473]]"
742,XTRA Airways,1180,700,"('LRD', 'SAL')",0.00027357065170028445,"[[-99.4616012573, 27.543800354], [-89.0557022095, 13.4408998489]]"
743,Amerijet International,165,101,"('LRD', 'SLW')",0.0002637185427747446,"[[-99.4616012573, 27.543800354], [-100.929000854, 25.5494995117]]"
744,ExpressJet Airlines Inc.,375,81,"('LRD', 'TAM')",0.00032370263261727127,"[[-99.4616012573, 27.543800354], [-97.8658981323, 22.2964000702]]"
745,Amerijet International,565,192,"('LRD', 'TLC')",0.00016258046704791828,"[[-99.4616012573, 27.543800354], [-99.5660018921, 19.3370990753]]"
746,Kalitta Charters II,1534,195,"('LRD', 'YHM')",0.0003873443326894835,"[[-99.4616012573, 27.543800354], [-79.9349975586, 43.1735992432]]"
747,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1529,267,"('LRD', 'YKF')",0.0002800621698957379,"[[-99.4616012573, 27.543800354], [-80.3786010742, 43.4608001709]]"
748,USA Jet Airlines Inc.,1481,177,"('LRD', 'YXU')",0.0002951340918156485,"[[-99.4616012573, 27.543800354], [-81.1539, 43.035599]]"
749,VistaJet Limited,3588,0,"('LTN', 'MDT')",0.0002682309734585428,"[[0.0, 0.0], [-76.7633972168, 40.1935005188]]"
750,VistaJet Limited,5428,0,"('LTN', 'VNY')",0.00022028973242016096,"[[0.0, 0.0], [-118.489997864, 34.2098007202]]"
751,Miami Air International,1200,165,"('LUK', 'BDA')",0.00244257936612706,"[[-84.41860199, 39.10329819], [-64.6787033081, 32.3639984131]]"
752,Iberia Air Lines Of Spain,5108,0,"('MAD', 'AUS')",0.00030522541466685197,"[[-3.56676, 40.4936], [-97.6698989868, 30.1944999695]]"
753,VistaJet Limited,3421,0,"('MAD', 'BED')",0.00018702486611050535,"[[-3.56676, 40.4936], [-71.28900146, 42.47000122]]"
754,American Airlines Inc.,3249,492,"('MAD', 'BGR')",0.0005249909484126698,"[[-3.56676, 40.4936], [-68.8281021118, 44.8073997498]]"
755,Air Europa,3771,0,"('MAD', 'BWI')",0.00018659353735293646,"[[-3.56676, 40.4936], [-76.66829681, 39.17539978]]"
756,VistaJet Limited,3946,0,"('MAD', 'CLE')",0.00016815496891919773,"[[-3.56676, 40.4936], [-81.8498001099, 41.4117012024]]"
757,United Air Lines Inc.,3816,14427,"('MAD', 'IAD')",0.00040937993741026006,"[[-3.56676, 40.4936], [-77.45580292, 38.94449997]]"
758,United Air Lines Inc.,2965,534,"('MAN', 'BGR')",0.00042075448997207487,"[[-116.5230556, 43.5813333], [-68.8281021118, 44.8073997498]]"
759,Virgin Atlantic Airways,5087,0,"('MAN', 'LAS')",0.0002503621391240545,"[[-116.5230556, 43.5813333], [-115.1520004, 36.08010101]]"
760,Svenskt Industriflyg AB,3116,0,"('MAN', 'PSM')",0.0010065110049782497,"[[-116.5230556, 43.5813333], [-70.8233032227, 43.0778999329]]"
761,Delta Air Lines Inc.,761,140,"('MBJ', 'DAB')",0.0023894862604540022,"[[-77.9133987427, 18.5037002563], [-81.0580978394, 29.1798992157]]"
762,Delta Air Lines Inc.,1237,220,"('MBJ', 'HSV')",0.0003626050530474409,"[[-77.9133987427, 18.5037002563], [-86.775100708, 34.6371994019]]"
763,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1717,490,"('MBJ', 'LAN')",0.000727200227238143,"[[-77.9133987427, 18.5037002563], [-84.5874023438, 42.7787017822]]"
764,Delta Air Lines Inc.,1009,190,"('MBJ', 'PNS')",0.0023894862604540022,"[[-77.9133987427, 18.5037002563], [-87.1865997314, 30.473400116]]"
765,Miami Air International,1743,225,"('MBJ', 'PSM')",0.0017848701526601567,"[[-77.9133987427, 18.5037002563], [-70.8233032227, 43.0778999329]]"
766,VistaJet Limited,2600,0,"('MBJ', 'PSP')",0.0010170244837701726,"[[-77.9133987427, 18.5037002563], [-116.507003784, 33.82970047]]"
767,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1760,250,"('MBJ', 'RFD')",0.0003080157796577552,"[[-77.9133987427, 18.5037002563], [-89.0971984863, 42.195400238]]"
768,USA Jet Airlines Inc.,973,165,"('MCI', 'CUU')",0.00033787534706281264,"[[-94.713898, 39.2976], [-105.964996338, 28.7028999329]]"
769,Icelandair,3301,0,"('MCI', 'KEF')",0.00042664241729080556,"[[-94.713898, 39.2976], [-22.6056003571, 63.9850006104]]"
770,Chartright Air Inc.,838,0,"('MCI', 'YYZ')",0.001071477455443512,"[[-94.713898, 39.2976], [-79.6305999756, 43.6772003174]]"
771,Southwest Airlines Co.,1316,5916,"('MCO', 'AUA')",0.0004564077058056774,"[[-81.3089981079, 28.4293994904], [-70.0151977539, 12.5013999939]]"
772,Virgin Atlantic Airways,4065,0,"('MCO', 'BFS')",0.0007352818837335585,"[[-81.3089981079, 28.4293994904], [-6.21582984924, 54.6575012207]]"
773,National Air Cargo Group Inc d/ba National Airlines,4269,518,"('MCO', 'BHX')",0.0006300156952424765,"[[-81.3089981079, 28.4293994904], [-1.74802994728, 52.4538993835]]"
774,JetBlue Airways,1698,7599,"('MCO', 'BOG')",0.00025552809059114855,"[[-81.3089981079, 28.4293994904], [-74.1469, 4.70159]]"
775,Eurowings GmbH,4666,0,"('MCO', 'CGN')",0.00030643539992815155,"[[-81.3089981079, 28.4293994904], [7.1427397728, 50.8658981323]]"
776,Azul Linhas Aereas Brazileiras S A,4141,0,"('MCO', 'CNF')",0.00048547930104818554,"[[-81.3089981079, 28.4293994904], [-43.9719429016, -19.6244430542]]"
777,Norwegian Air Shuttle ASA,4776,0,"('MCO', 'CPH')",0.0002481637446639284,"[[-81.3089981079, 28.4293994904], [12.6560001373, 55.6179008484]]"
778,Emirates,7754,0,"('MCO', 'DXB')",0.00025662330181205445,"[[-81.3089981079, 28.4293994904], [55.3643989563, 25.2527999878]]"
779,ExpressJet Airlines Inc.,206,45,"('MCO', 'FPO')",0.0003121559462072212,"[[-81.3089981079, 28.4293994904], [-78.695602417, 26.5587005615]]"
780,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1486,0,"('MCO', 'GDL')",0.0005452825200046642,"[[-81.3089981079, 28.4293994904], [-103.310997009, 20.5217990875]]"
781,Transportes Aeros Meridiona,4342,0,"('MCO', 'GIG')",0.00025246560681496183,"[[-81.3089981079, 28.4293994904], [-43.2505569458, -22.8099994659]]"
782,Virgin Atlantic Airways,4125,0,"('MCO', 'GLA')",0.00048548400903556516,"[[-81.3089981079, 28.4293994904], [-4.43306016922, 55.8718986511]]"
783,Delta Air Lines Inc.,4255,15687,"('MCO', 'GRU')",0.00023084916467702672,"[[-81.3089981079, 28.4293994904], [-46.4730567932, -23.4355564117]]"
784,XTRA Airways,1121,190,"('MCO', 'GUA')",0.0004211298488496231,"[[-81.3089981079, 28.4293994904], [-90.5274963379, 14.5832996368]]"
785,JetBlue Airways,381,2685,"('MCO', 'HAV')",0.00039872560352102515,"[[-81.3089981079, 28.4293994904], [-82.4091033936, 22.989200592]]"
786,Icelandair,3534,0,"('MCO', 'KEF')",0.0006266253701431503,"[[-81.3089981079, 28.4293994904], [-22.6056003571, 63.9850006104]]"
787,Caribbean Airlines Limited,777,0,"('MCO', 'KIN')",0.00032009436681265516,"[[-81.3089981079, 28.4293994904], [-76.7874984741, 17.9356994629]]"
788,Lan Peru Airlines,2795,0,"('MCO', 'LIM')",0.00023749138498373577,"[[-81.3089981079, 28.4293994904], [-77.1143035889, -12.021900177]]"
789,Sun Country Airlines d/b/a MN Airlines,1257,194,"('MCO', 'LIR')",0.0005120335342812549,"[[-81.3089981079, 28.4293994904], [-85.5444030762, 10.5932998657]]"
790,"Jet Aviation Flight Services, Inc.",4335,546,"('MCO', 'LTN')",0.0004952969886547385,"[[-81.3089981079, 28.4293994904], [0.0, 0.0]]"
791,Virgin Atlantic Airways,4236,0,"('MCO', 'MAN')",0.0003580648991824799,"[[-81.3089981079, 28.4293994904], [-116.5230556, 43.5813333]]"
792,Southwest Airlines Co.,716,3553,"('MCO', 'MBJ')",0.0005854671490260917,"[[-81.3089981079, 28.4293994904], [-77.9133987427, 18.5037002563]]"
793,Aeromexico,1253,0,"('MCO', 'PBC')",0.0007093293723295435,"[[-81.3089981079, 28.4293994904], [-98.3713989258, 19.1581001282]]"
794,Aeromexico,1302,0,"('MCO', 'QRO')",0.0011750755166923864,"[[-81.3089981079, 28.4293994904], [-100.185997009, 20.6173000336]]"
795,ACM AIR CHARTER GmbH,3967,0,"('MCO', 'SNN')",0.00047427923993156797,"[[-81.3089981079, 28.4293994904], [-8.92481994629, 52.7019996643]]"
796,National Air Cargo Group Inc d/ba National Airlines,4360,560,"('MCO', 'STN')",0.0002633361604102522,"[[-81.3089981079, 28.4293994904], [0.234999999404, 51.8849983215]]"
797,Air Canada rouge LP,371,0,"('MCO', 'VRA')",0.0010466566278270956,"[[-81.3089981079, 28.4293994904], [-81.4353027344, 23.0344009399]]"
798,Sunwing Airlines Inc.,1703,0,"('MCO', 'YWG')",0.00048015945770424286,"[[-81.3089981079, 28.4293994904], [-97.2398986816, 49.9099998474]]"
799,ABS JETS A.S,2029,0,"('MDE', 'CLT')",0.00022582886820583727,"[[-75.4231, 6.16454], [-80.9430999756, 35.2140007019]]"
800,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,4839,546,"('MDW', 'CIA')",0.0002975558783206089,"[[-87.7524032593, 41.7859992981], [12.5949001312, 41.7994003296]]"
801,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1553,0,"('MDW', 'DGO')",0.0006130408785886913,"[[-87.7524032593, 41.7859992981], [-104.527999878, 24.1242008209]]"
802,Chartright Air Inc.,1595,0,"('MDW', 'GCM')",0.00035336089731325397,"[[-87.7524032593, 41.7859992981], [-81.3576965332, 19.2928009033]]"
803,VistaJet Limited,4152,0,"('MDW', 'LBG')",0.00030164106216473013,"[[-87.7524032593, 41.7859992981], [2.44139003754, 48.9693984985]]"
804,Southwest Airlines Co.,1706,7834,"('MDW', 'MBJ')",0.0004926380749677319,"[[-87.7524032593, 41.7859992981], [-77.9133987427, 18.5037002563]]"
805,Federal Express Corporation,4681,23214,"('MEM', 'CGN')",0.0002566506116513036,"[[-89.9766998291, 35.0424003601], [7.1427397728, 50.8658981323]]"
806,Federal Express Corporation,7706,15456,"('MEM', 'DXB')",0.00023484081759452138,"[[-89.9766998291, 35.0424003601], [55.3643989563, 25.2527999878]]"
807,VistaJet Limited,5095,0,"('MEM', 'FLR')",0.0008420266056534917,"[[-89.9766998291, 35.0424003601], [11.2051000595, 43.8100013733]]"
808,VistaJet Limited,4358,0,"('MEM', 'LTN')",0.0004657436171796044,"[[-89.9766998291, 35.0424003601], [0.0, 0.0]]"
